College Board Code,School Name,Course Record ID,Course Title,Transcript Abbreviation(s),Course Number(s),Course Length,Subject Area,Discipline,UC Honors Designation,CTE Industry Sector,CTE Pathway,school_code
052858,Mira Mesa High School,YN5FGS,AVID 12,"AVID 12 A, B (P),AVID 12 A P,AVID 12 B P","8221, 8222,8221,8222",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,349
052858,Mira Mesa High School,BRF6CL01,AVID 9,"AVID 9 A P,AVID 9 B P,AVID 9 A,B (P)","8207,8208,8207, 8208",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,349
052858,Mira Mesa High School,FNNGQPB,"Broadcast Journalism 1,2","BRDCST JOUR 1,2 (P)","8432,8433",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,349
052858,Mira Mesa High School,QZ9RWM,CA-Contemporary Health,EDG CA Health (P),2562,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,349
052858,Mira Mesa High School,FYPFAZ,Career Pathway Internship,"CAREER INTERNSHIP 1,2 (P)","0833,0834",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,349
052858,Mira Mesa High School,BM9ZXLY,"Concepts in Hospitality & Tourism 1,2","CON/HSP/TRSM 1, 2 (P)",8481/8482,Full Year,College-Preparatory Elective (G),Interdisciplinary,None,"Hospitality, Tourism, and Recreation","Hospitality, Tourism and Recreation",349
052858,Mira Mesa High School,ZQG58W,"Culinary Arts and Management 3,4","CUL ARTS MGMT 3,4 (P)","8762, 8763",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,"Hospitality, Tourism, and Recreation",Food Service and Hospitality,349
052858,Mira Mesa High School,ENEXBJN,"FOOD PREPARATION AND NUTRITION 1,2","FOOD PRE/NUTR 1 (P),FOOD PRE/NUTR 2 (P)","1165,1166",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,"Hospitality, Tourism, and Recreation",Food Service and Hospitality,349
052858,Mira Mesa High School,FL8EWS,Introduction to Coding,EDG INTR CODING (P),3689,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,349
052858,Mira Mesa High School,LEZBW2,Personal Finance,EDG PERSONAL FINANCE (P),6720,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,349
052858,Mira Mesa High School,Z7NAHR,"STEM Automotive Technology 1,2","STEM AUTO TECH 1,2 (P)","8300, 8310",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,Transportation,"Systems, Diagnostics, Service, and Repair",349
052858,Mira Mesa High School,Z5HPY7,"Theatrical Management and Design 1,2","THEATR MGMT/DSGN 1 (P),THEATR MGMT/DSGN 2 (P)","0685,0686",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,"Arts, Media, and Entertainment",Production and Managerial Arts,349
052858,Mira Mesa High School,LTPEG2,"Understanding My Ride - STEM Automotive 1,2","STEM AUTOMOTIVE 1, 2 (P)","8100, 8200",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,Transportation,"Systems, Diagnostics, Service, and Repair",349
052858,Mira Mesa High School,ZXDHMJ,Yearbook,PUBL/YRBK 9-12 (P),8421,Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,349
052858,Mira Mesa High School,KA29N8,Financial Math,FINANCIAL MATH  1-2 (P),"0760,0762",Full Year,College-Preparatory Elective (G),Mathematics,None,,,349
052858,Mira Mesa High School,CJ2RMZB,"Nutrition 1,2","NUTRITION 1, 2 (P)","1167, 1168",Full Year,College-Preparatory Elective (G),Science – Biology / Life Sciences,None,"Hospitality, Tourism, and Recreation","Food Science, Dietetics and Nutrition",349
052858,Mira Mesa High School,WWPSFY,"Culinary Arts and Management 1,2","CUL ARTS MGMT 1,2 (P)","8760, 8761",Full Year,College-Preparatory Elective (G),Science – Integrated Science,None,"Hospitality, Tourism, and Recreation","Food Science, Dietetics and Nutrition",349
052858,Mira Mesa High School,FFR69J,"Arts Management 1,2","ARTS MGMT 1 (P),ARTS MGMT 2 (P)","8691,8692",Full Year,College-Preparatory Elective (G),Visual & Performing Arts,None,"Arts, Media, and Entertainment",Production and Managerial Arts,349
052858,Mira Mesa High School,MH42FE,"Broadcast Journalism 3,4","BRDCST JOUR 3,4 (P)","8434,8435",Full Year,College-Preparatory Elective (G),Visual & Performing Arts,None,"Arts, Media, and Entertainment",Production and Managerial Arts,349
052858,Mira Mesa High School,WEKL67,"Graphic Design 3,4","GRAPHIC DES 3,4 (P),GRAPHIC DES 3-4 (P)","8513, 8514,8634",Full Year,College-Preparatory Elective (G),Visual & Performing Arts,None,"Arts, Media, and Entertainment","Design, Visual and Media Arts",349
052858,Mira Mesa High School,MBN23X,"Graphic Design 3,4 Honors","GRAPHIC DES 3,4 HNRS (HP)","3503, 3504",Full Year,College-Preparatory Elective (G),Visual & Performing Arts,Honors,"Arts, Media, and Entertainment","Design, Visual and Media Arts",349
052858,Mira Mesa High School,BNCGXH,"Technical Theatre 5, 6","TECHTHEATRE 5,6 (P)","1396,1397",Full Year,College-Preparatory Elective (G),Visual & Performing Arts,None,"Arts, Media, and Entertainment",Production and Managerial Arts,349
052858,Mira Mesa High School,J4SAR2,"Technical Theatre 5,6 Honors","TECH THTR 5 HNRS (HP),TECH THTR 6 HNRS (HP)","1375,1376",Full Year,College-Preparatory Elective (G),Visual & Performing Arts,Honors,"Arts, Media, and Entertainment",Production and Managerial Arts,349
052858,Mira Mesa High School,D9M4FH,"American Literature 1,2","AMERICAN LITERATURE 1, 2/AM LIT 1,2(P),AM LIT 1 P,AM LIT 2 P","1583, 1584,1583,1584",Full Year,English (B),English,None,,,349
052858,Mira Mesa High School,JH7MD9,AP English Language and Composition,"English Lang/Comp 1,2 AP / ENGLGCP1,2AP (HP)","1655, 1656",Full Year,English (B),English,AP,,,349
052858,Mira Mesa High School,KXGCRL,AP English Literature and Composition,"ENG LIT 1,2AP (HP),ENGLITCP1,2AP (HP)","1498/1499,1653, 1654",Full Year,English (B),English,AP,,,349
052858,Mira Mesa High School,NYBNSJ,CSU Expository Reading and Writing,"ERWC 1,2 (P)","1698, 1699",Full Year,English (B),English,None,,,349
052858,Mira Mesa High School,JNRZQ8,"English 1,2","ENGLISH 1 P,ENGLISH 2 P,ENGLISH 1,2 (P),ENGLISH 1,2 CL (P)","1540,1541,1540,1541,1540C,1541C",Full Year,English (B),English,None,,,349
052858,Mira Mesa High School,DJ8HZY,"English 1,2: Identity and Relationships","ENG: IDENT & RELATIONSHPS 1,2 (P),ENG: IDENT & RELATIONSHPS 1,2 CL(P)","1371, 1372,1371C, 1372C",Full Year,English (B),English,None,,,349
052858,Mira Mesa High School,DH7GC8,"English 3,4","ENGLISH 3,4 (P),ENGLISH 3 P,ENGLISH 4 P","1570, 1571,1570,1571",Full Year,English (B),English,None,,,349
052858,Mira Mesa High School,BTCNAS,"English 3,4 Honors","ENGLISH 3,4 HONORS (HP)","1380, 1381",Full Year,English (B),English,Honors,,,349
052858,Mira Mesa High School,FWT3EL,English Language Arts 10,"EDG CC ELA 10TH 1,2 (P),EDG CC ELA 10TH 1 P,EDG CC ELA 10TH 2 P,EDG CC ELA 10TH 1,2 CR (P)","1897, 1898,1897,1898,1897R, 1898R",Full Year,English (B),English,None,,,349
052858,Mira Mesa High School,ZDT6B8,English Language Arts 11 ,"EDG CC ELA 11TH 1,2 (P),EDG CC ELA 11TH 1 P,EDG CC ELA 11TH 2 P,EDG CC ELA 11TH 1,2 CR (P)","1924, 1925,1924,1925,1924R, 1925R",Full Year,English (B),English,None,,,349
052858,Mira Mesa High School,YL3J6Q,English Language Arts 12 ,"EDG CC ELA 12TH 1,2 (P),EDG CC ELA 12TH 1,2 CR (P)","1926, 1927,1926R, 1927R",Full Year,English (B),English,None,,,349
052858,Mira Mesa High School,P8N5P4,English Language Arts 9 ,"EDG CALIFORNIA ELA 9TH 1,2 (P),EDG CALIFORNIA ELA 9TH 1,2 CR (P)","1895, 1896,1895R, 1896R",Full Year,English (B),English,None,,,349
052858,Mira Mesa High School,ENM7EZB,"ELD 5,6","ELD 5,6 (P)",1579/1580,Full Year,English (B),English as a Second Language (ESL) / English Language Development (ELD),None,,,349
052858,Mira Mesa High School,EHXZACM,AP Government and Politics United States,GOV&P: US AP (HP),6839/6839S,Half Year,History / Social Science (A),Civics / American Government,AP,,,349
052858,Mira Mesa High School,JGT7ZK,Government 1,"GOVERNMENT 1/GOVERNMENT1 (P),GOVERNMENT 1P","6757,6757",Half Year,History / Social Science (A),Civics / American Government,None,,,349
052858,Mira Mesa High School,CM69AS,Principles of American Democracy ,"EDG CA PR/AM/DEMOC (P),EDG CA PR/AM/DEMOC CR (P),EDG CA PRAMDEMOCP,EDG CA PRAMDEMOC CRP","6717,6717R,6717,6717R",Half Year,History / Social Science (A),Civics / American Government,None,,,349
052858,Mira Mesa High School,GK49EBQ,AP United States History,"US HST 1,2 AP (HP),US HST 1 APHP","6721, 6722,6721",Full Year,History / Social Science (A),U.S. History,AP,,,349
052858,Mira Mesa High School,DPRL9S,"Honors U.S. History & Geography 1,2 (H)","USH&GE2HR (HP),USH&GE1HR (HP),USH&GE1HR  HP,USH&GE2 HR HP","6712,6711,6711,6712",Full Year,History / Social Science (A),U.S. History,Honors,,,349
052858,Mira Mesa High School,KCL8YH,"U.S. History & Geography 1,2","US HST/GEO 1,2(P),US HSTGEO 1P,US HSTGEO 2P","6701,6702,6701,6702",Full Year,History / Social Science (A),U.S. History,None,,,349
052858,Mira Mesa High School,M5LEZ9,U.S. History and Geography ,"EDG CA US HIST/GEOG 1,2 (P),EDG CA US HIST/GEOG 1,2 CR (P),EDG CA US HISTGEOG 1P (P),EDG CA US HISTGEOG 2P (P)","6709, 6710,6709R, 6710R,6709,6710",Full Year,History / Social Science (A),U.S. History,None,,,349
052858,Mira Mesa High School,CDPLST,AP European History,"European History 1,2 AP / EUHIST 1,2 AP(HP)","6759, 6760",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,AP,,,349
052858,Mira Mesa High School,G2R7HG,AP Human Geography,"HUMAN GEO AP 1,2 (HP)","6511,6512",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,AP,,,349
052858,Mira Mesa High School,N3F9G6,AP World History,"WD HST:MODERN 1,2 AP (HP),WD HST1,2 AP (HP)","6639, 6640,6639, 6640",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,AP,,,349
052858,Mira Mesa High School,CPK9JR4,Big History Project World History ,"BIG HISTORY 1,2 (P)","6691, 6692",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,349
052858,Mira Mesa High School,N297T6,"Modern World History & Geography 1,2","MD WD HST/G1,2 (P),MD WD HSTG1P,MD WD HSTG2P","6605, 6606,6605,6606",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,349
052858,Mira Mesa High School,NMZ6DA,"Power and Identity Around the World 1, 2","IDENT PWR ARND WLD 1, 2 (P)","6945, 6946",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,349
052858,Mira Mesa High School,Q529TB,"World History 1,2 Advanced","World History 1,2 Advanced / W HST 1,2 ADV(P),W HST 1 ADVP,W HST 2 ADVP","6645,6646,6645,6646",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,349
052858,Mira Mesa High School,PAPHYF,"World History, Culture, and Geography ","EDG CA WLD HIST 1,2 (P),EDG CA WLD HIST 1P,EDG CA WLD HIST 2P,EDG CA WLD HIST 1,2 CR (P)","6707, 6708,6707,6708,6707R, 6708R",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,349
052858,Mira Mesa High School,C3CPXE,Filipino 1-2,"FILIP 1,2(P)",2395/2396,Full Year,Language Other than English (E),LOTE Level 1,None,,,349
052858,Mira Mesa High School,Q4C63K,French 1-2,"FR 1(P),FR 2(P)","2001,2002",Full Year,Language Other than English (E),LOTE Level 1,None,,,349
052858,Mira Mesa High School,PETK9P,French I ,"EDG FRN I A,B (P),EDG FRN I A P,EDG FRN I B P,EDG FRN I A CR (P),EDG FRN I B CR (P)","4771, 4772,4771,4772,4771R,4772R",Full Year,Language Other than English (E),LOTE Level 1,None,,,349
052858,Mira Mesa High School,L6BKDT,"Spanish 1,2","SPN 1-2 (P),SPN 1P,SPN 2P","2321/2322,2321,2322",Full Year,Language Other than English (E),LOTE Level 1,None,,,349
052858,Mira Mesa High School,Z3AH7L,Spanish I ,"EDG SPN I A, B (P),EDG SPN I A P,EDG SPN I B P,EDG SPN I A CR (P),EDG SPN I B CR (P)","4715, 4716,4715,4716,4715R,4716R",Full Year,Language Other than English (E),LOTE Level 1,None,,,349
052858,Mira Mesa High School,LAL8YW,"Filipino 3,4","FILIP 3,4(P)",2397/2398,Full Year,Language Other than English (E),LOTE Level 2,None,,,349
052858,Mira Mesa High School,ECRS9E,"French 3,4","FR 4 (P),FR 3 (P)","2004,2003",Full Year,Language Other than English (E),LOTE Level 2,None,,,349
052858,Mira Mesa High School,SBQN5A,French II ,"EDG FRN II A, B (P),EDG FRN II A P,EDG FRN II B P,EDG FRN II A CR (P),EDG FRN II B CR (P)","4773, 4774,4773,4774,4773R,4774R",Full Year,Language Other than English (E),LOTE Level 2,None,,,349
052858,Mira Mesa High School,Q4YA82,Spanish 3-4,"SPN 3-4 (P),SPN 3P,SPN 4P","2323/2324,2323,2324",Full Year,Language Other than English (E),LOTE Level 2,None,,,349
052858,Mira Mesa High School,DB37CX,Spanish II ,"EDG SPN II A P,EDG SPN II B P,EDG SPN II A CR (P),EDG SPN II B CR (P)","4717,4718,4717R,4718R",Full Year,Language Other than English (E),LOTE Level 2,None,,,349
052858,Mira Mesa High School,DQRM6G,"Filipino 5,6","FILIP 5,6(P)",2403/2404,Full Year,Language Other than English (E),LOTE Level 3,None,,,349
052858,Mira Mesa High School,N7YXZ2,"French 5,6","FR 6 (P),FR 5 (P)","2006,2005",Full Year,Language Other than English (E),LOTE Level 3,None,,,349
052858,Mira Mesa High School,D6CAHP,French III ,"EDG FRN III A, B (P),EDG FRN III A CR (P),EDG FRN III B CR (P),EDG FRN III A P,EDG FRN III B P","4775, 4776,4775R,4776R,4775,4776",Full Year,Language Other than English (E),LOTE Level 3,None,,,349
052858,Mira Mesa High School,LKTHP6,Spanish 5-6,"SPN 5P,SPN 5,6 (P),SPN 6P","2325,2325,2326,2326",Full Year,Language Other than English (E),LOTE Level 3,None,,,349
052858,Mira Mesa High School,DG9QZRH,"Spanish for Spanish Speakers 5,6","SP SPKRS 5, 6 (P),SP SPKRS 5P,SP SPKRS 6P","2349/2350,2349,2350",Full Year,Language Other than English (E),LOTE Level 3,None,,,349
052858,Mira Mesa High School,E7X3Z9,Spanish III ,"EDG SPN III A, B (P),EDG SPN III A CR (P),EDG SPN III B CR (P),EDG SPN III A P,EDG SPN III B P","4722, 4723,4722R,4723R,4722,4723",Full Year,Language Other than English (E),LOTE Level 3,None,,,349
052858,Mira Mesa High School,LK7LXS,AP Spanish Language and Culture,"SPN LNG 1,2 AP (HP),EDG AP SPAN LANG 1-2 (HP),EDG SPN LNG 1,2 AP (HP),SPN LNG1 APHP,SPN LNG2 APHP","2333, 2334,4736, 4737,4736, 4737,2333,2334",Full Year,Language Other than English (E),LOTE Level 4+,AP,,,349
052858,Mira Mesa High School,NMCLS9,French 7-8 Honors (H),"FR 7,8 HNRS (HP)","2033, 2034",Full Year,Language Other than English (E),LOTE Level 4+,Honors,,,349
052858,Mira Mesa High School,EN8TJK4,"Spanish 7,8 Honors (H)","SPN 7,8 HNRS (HP),SPN 7 HNRS HP,SPN 8 HNRS HP","2307, 2308,2307,2308",Full Year,Language Other than English (E),LOTE Level 4+,Honors,,,349
052858,Mira Mesa High School,DLTH9W,AP Calculus AB,"CALC AB 1,2 AP (HP)","4189,4190",Full Year,Mathematics (C),Calculus,AP,,,349
052858,Mira Mesa High School,AT8SNL,AP Calculus BC,"CALC BC 1AP (HP),CALC BC 2AP (HP)","4197,4198",Full Year,Mathematics (C),Calculus,AP,,,349
052858,Mira Mesa High School,HZBLJH,AP Computer Science A,"CM SC A 1-2 AP (HP),CM SC A1 APHP,CM SC A2 APHP","4461, 4462,4461,4462",Full Year,Mathematics (C),Computer Science,AP,Information and Communication Technologies,Software and Systems Development,349
052858,Mira Mesa High School,JCPSZG,Integrated Math I A-B,INTEG MATH I A-B (P),4157-4158,Full Year,Mathematics (C),Mathematics I,None,,,349
052858,Mira Mesa High School,BE7LRG,Integrated Mathematics I Advanced,"INTG MATH I A ADV,INTG MATH I B ADV,INTG MATH I A ADVP,INTG MATH I B ADVP","4165,4166,4165,4166",Full Year,Mathematics (C),Mathematics I,None,,,349
052858,Mira Mesa High School,MR2CJY,Mathematics I,"EDG MATHEMATICS I A-B (P),EDG MATHEMATICS I A-B CR (P),EDG MATHEMATICS I AP,EDG MATHEMATICS I BP","4742, 4743,4742R, 4743R,4742,4743",Full Year,Mathematics (C),Mathematics I,None,,,349
052858,Mira Mesa High School,FMERDZ,Integrated Math II A-B,INTEG MATH II A-B (P),4159-4160,Full Year,Mathematics (C),Mathematics II,None,,,349
052858,Mira Mesa High School,M4Q5Z9,Integrated Mathematics II Advanced,"INTG MATH II A ADV,INTG MATH II B ADV,INTG MATH II A ADVP,INTG MATH II B ADVP","4167,4168,4167,4168",Full Year,Mathematics (C),Mathematics II,None,,,349
052858,Mira Mesa High School,ANZRK2,Mathematics II,"EDG MATHEMATICS II A-B (P),EDG MATHEMATICS II A-B CR (P),EDG MATHEMATICS II AP,EDG MATHEMATICS II BP","4744, 4745,4744R, 4745R,4744,4745",Full Year,Mathematics (C),Mathematics II,None,,,349
052858,Mira Mesa High School,GNZA2F,Integrated Math III A-B,"INT MATH III A-B,INTG MATH III AP,INTG MATH III BP","4163, 4164,4163,4164",Full Year,Mathematics (C),Mathematics III,None,,,349
052858,Mira Mesa High School,IN4Z2H8,"Integrated Math III, Advanced","INTG MATH III A,B ADV,INTG MATH III A ADVP,INTG MATH III B ADVP","4169, 4170,4169,4170",Full Year,Mathematics (C),Mathematics III,None,,,349
052858,Mira Mesa High School,QHPTA9,Mathematics III,"EDG MATHEMATICS III A-B (P),EDG MATHEMATICS III A-B CR (P),EDG MATHEMATICS III AP,EDG MATHEMATICS III BP","4746, 4747,4746R, 4747R,4746,4747",Full Year,Mathematics (C),Mathematics III,None,,,349
052858,Mira Mesa High School,HZBYTX,Precalculus 1-2,"Precalculus 1,2 / PRCAL1,2 (P),PRCAL1 P,PRCAL2 P","4161, 4162,4161,4162",Full Year,Mathematics (C),Other Advanced Mathematics,None,,,349
052858,Mira Mesa High School,BCY6BZ,Precalculus 1-2 Honors,"PRCAL1-2 HR (HP),PRCAL1 HR  HP,PRCAL2 HR  HP","4181, 4182,4181,4182",Full Year,Mathematics (C),Other Advanced Mathematics,Honors,,,349
052858,Mira Mesa High School,J2XKF6,Statistics & Data Analysis 1-2,"STATDAT AN 1P,STATDAT AN 2P","4046,4047",Full Year,Mathematics (C),Other Advanced Mathematics,None,,,349
052858,Mira Mesa High School,LTRESG,Pre-Calculus ,"EDG CC PRECAL 1-2 (P),EDG CC PRECAL 1-2 CR (P)","4263-4264,4263R, 4264R",Full Year,Mathematics (C),Pre-Calculus,None,,,349
052858,Mira Mesa High School,FJP6RKZ,AP Statistics,"STATS 1,2 AP (HP)",4055/4056,Full Year,Mathematics (C),Statistics,AP,,,349
052858,Mira Mesa High School,FDG7BPD,AP Biology,"BIO 1,2 AP (HP)","6191, 6192",Full Year,Science (D),Biology / Life Sciences,AP,,,349
052858,Mira Mesa High School,K8Y2NP,"Biology 1,2","BIOLOGY 2(P),BIOLOGY 1(P),BIOLOGY 1P,BIOLOGY 2P","6112,6111,6111,6112",Full Year,Science (D),Biology / Life Sciences,None,,,349
052858,Mira Mesa High School,LNQ8YL,Biology 1/2 Advanced,"Biology 1,2 Advanced Cluster / BIO 1,2 ADV CL(P)",6121C/ 22C,Full Year,Science (D),Biology / Life Sciences,None,,,349
052858,Mira Mesa High School,E2GHK8,"Biotechnology 1,2","BIOTCNLGY 1,2 (P),BIOTECH 1,2 (P)","8704, 8705,6458, 6459",Full Year,Science (D),Biology / Life Sciences,None,Health Science and Medical Technology,Biotechnology,349
052858,Mira Mesa High School,QNRTE4,"Biotechnology 3,4","BIOTCNLGY 3,4 (P)","8730,8731",Full Year,Science (D),Biology / Life Sciences,None,Health Science and Medical Technology,Biotechnology,349
052858,Mira Mesa High School,P36KT7,"Honors Biotechnology 1,2","BIOTCNLGY 1,2 HNRS (HP)","6289,6290",Full Year,Science (D),Biology / Life Sciences,Honors,Health Science and Medical Technology,Biotechnology,349
052858,Mira Mesa High School,AZCH8K,"Honors Biotechnology 3,4","BIOTCNLGY 3,4 HNRS (HP)","6203,6204",Full Year,Science (D),Biology / Life Sciences,Honors,Health Science and Medical Technology,Biotechnology,349
052858,Mira Mesa High School,BSATDJ,"Physiology 1,2","PHYSIOL 1,2 (P)","6151, 6152",Full Year,Science (D),Biology / Life Sciences,None,,,349
052858,Mira Mesa High School,CPTJ3CD,"Physiology 1,2 Honors","PHYSIO 1,2 HRS (HP)","6153, 6154",Full Year,Science (D),Biology / Life Sciences,Honors,,,349
052858,Mira Mesa High School,CJAH6K,Biology: The Living Earth,"BIO LIVING EARTH1,2 (P)","6238,6239",Full Year,Science (D),Biology/Earth & Space Sciences,None,,,349
052858,Mira Mesa High School,KAQS9B,The Living Earth with Labs,"EDG LIVEARTH W/LABS1,2 (P),EDG LIVEARTH WLABS1,2CR (P)","6253, 6254,6253R, 6254R",Full Year,Science (D),Biology/Earth & Space Sciences,None,,,349
052858,Mira Mesa High School,BD9GQA2,AP Chemistry,"CHEM 1,2 AP (HP)","6291,6292",Full Year,Science (D),Chemistry,AP,,,349
052858,Mira Mesa High School,EMWDA7,"Chemistry 1,2 Honors","CHEM 1,2 HRS,CHEM 1 HRS HP,CHEM2 HRS  HP","6221, 6222,6221,6222",Full Year,Science (D),Chemistry,Honors,,,349
052858,Mira Mesa High School,B9W34Z,Chemistry 1/2,"Chemistry 1,2 / CHEMISTRY 1,2(P),CHEMISTRY 1P,CHEMISTRY 2P","6211, 6212,6211,6212",Full Year,Science (D),Chemistry,None,,,349
052858,Mira Mesa High School,ALK7BC,Chemistry in the Earth System,"CHEM EARTH SYS1,2 (P)","6248,6249",Full Year,Science (D),Chemistry/Earth & Space Sciences,None,,,349
052858,Mira Mesa High School,FD8N3C,Chemistry in the Earth System with Labs,"EDG CHEM ES W/LABS 1,2 (P),EDG CHEM ES WLABS 1,2 CR (P)","6251, 6252,6251R, 6152R",Full Year,Science (D),Chemistry/Earth & Space Sciences,None,,,349
052858,Mira Mesa High School,ZZNQ26,Honors Chemistry in the Earth System,"CHEM EARTH SYS1,2 HNRS(HP)","6258,6259",Full Year,Science (D),Chemistry/Earth & Space Sciences,Honors,,,349
052858,Mira Mesa High School,N3LGEZ,AP Computer Science Principles,"EDG AP COMP SCI PRINC A,B (HP)","1041,1042",Full Year,Science (D),Computer Science,AP,Information and Communication Technologies,Software and Systems Development,349
052858,Mira Mesa High School,RDZJ6F,Honors  PLTW Principles of Engineering,"HNRS PLTW PRN OF ENGR1,2 (HP),HNRS PLTW PRN OF ENGR1 HP,HNRS PLTW PRN OF ENGR2 HP","8368, 8369,8368,8369",Full Year,Science (D),Engineering,Honors,Engineering and Architecture,Engineering Technology,349
052858,Mira Mesa High School,SFRH2W,Honors PLTW Engineering Design and Development,"HNRS PLTW ENG DES&DEV1,2 (HP),HNRS PLTW ENG DES&DEV1 HP,HNRS PLTW ENG DES&DEV2 HP","8383, 8384,8383,8384",Full Year,Science (D),Engineering,Honors,Engineering and Architecture,Engineering Design,349
052858,Mira Mesa High School,XGKCZL,AP Environmental Science,"ENV SCI 1,2 AP (HP),ENV SCI1 APHP,ENV SCI2 APHP","6455, 6456,6455,6456",Full Year,Science (D),Interdisciplinary Sciences,AP,,,349
052858,Mira Mesa High School,L4NRKS,"Automotive Engineering 1,2","AUTO ENGINEER 1,2 (P)","0813, 0814",Full Year,Science (D),Interdisciplinary Sciences,None,Transportation,"Systems, Diagnostics, Service, and Repair",349
052858,Mira Mesa High School,RZQLMW,AP Physics 1,"AP PHYSICS  I AHP,AP PHYSICS I BHP,AP PHYSICS I A, B (HP)","6349,6350,6349, 6350",Full Year,Science (D),Physics,AP,,,349
052858,Mira Mesa High School,LEJ75H,AP Physics 2,"AP PHYSICS II A, B (HP)","6359, 6360",Full Year,Science (D),Physics,AP,,,349
052858,Mira Mesa High School,BF5A8Z,AP Physics C: Mechanics,"Physics C 1,2 AP / PHYS C 1,2 AP(HP)","6393, 6394",Full Year,Science (D),Physics,AP,,,349
052858,Mira Mesa High School,QTJ3CY,"Physics 1,2","PHYSICS 2(P),PHYSICS 1(P),PHYSICS 1P,PHYSICS 2P","6312,6311,6311,6312",Full Year,Science (D),Physics,None,,,349
052858,Mira Mesa High School,JRMN32,Physics in the Universe with Labs,"EDG PHYS UNV W/LABS 1,2 (P),EDG PHY UNV WLABS1,2CR (P)","6255, 6256,6255R, 6256R",Full Year,Science (D),Physics/Earth & Space Sciences,None,,,349
052858,Mira Mesa High School,M8CB3S,Physics of the Universe,"PHYSICS UNIVERSE1,2 (P)","6244,6245",Full Year,Science (D),Physics/Earth & Space Sciences,None,,,349
052858,Mira Mesa High School,BF9DR6C,AP Music Theory,"MUS THE 1,2 AP (HP)","5373, 5374",Full Year,Visual & Performing Arts (F),Music,AP,,,349
052858,Mira Mesa High School,E2W6TZ,"Band 1,2","BAND 1 P,BAND 2 P,BAND 1,2 (P)","5020,5021,5020,5021",Full Year,Visual & Performing Arts (F),Music,None,,,349
052858,Mira Mesa High School,A8W932,"Band 3,4","BAND 3 P,BAND 4 P,BAND 3,4 (P)","5320,5321,5320,5321",Full Year,Visual & Performing Arts (F),Music,None,,,349
052858,Mira Mesa High School,FM94QF,"Band 5,6","BAND 5 P,BAND 6 P,BAND 5,6 (P)","5325,5326,5325,5326",Full Year,Visual & Performing Arts (F),Music,None,,,349
052858,Mira Mesa High School,NZDTMX,"Band 7,8","BAND 7 P,BAND 8 P,BAND 7,8 (P)","5322,5323,5322,5323",Full Year,Visual & Performing Arts (F),Music,None,,,349
052858,Mira Mesa High School,ATMSQN,"Band 7,8 Honors","BAND 7,8 HNRS (HP)","5327, 5328",Full Year,Visual & Performing Arts (F),Music,Honors,,,349
052858,Mira Mesa High School,HWAR46,"Choir 1,2","CHOIR 1 P,CHOIR 2 P,CHOIR 1,2 (P)","5050,5051,5050,5051",Full Year,Visual & Performing Arts (F),Music,None,,,349
052858,Mira Mesa High School,HK9J75,"Choir 3,4","CHOIR 3 P,CHOIR 4 P,CHOIR 3,4 (P)","5055,5056,5055,5056",Full Year,Visual & Performing Arts (F),Music,None,,,349
052858,Mira Mesa High School,M2CEYS,"Choir 5,6","CHOIR 5 P,CHOIR 6 P,CHOIR 5,6 (P)","5060,5061,5060,5061",Full Year,Visual & Performing Arts (F),Music,None,,,349
052858,Mira Mesa High School,DZGR72,"Choir 7,8","CHOIR 7,8 (P)","5360,5361",Full Year,Visual & Performing Arts (F),Music,None,,,349
052858,Mira Mesa High School,GN7SGM,"Choir 7,8 Honors","CHOIR 7 HNRSHP,CHOIR 8 HNRSHP,CHOIR 7,8 HNRS (HP)","5057,5058,5057,5058",Full Year,Visual & Performing Arts (F),Music,Honors,,,349
052858,Mira Mesa High School,KK49L7,"Orchestra 1,2","ORCHESTRA 1 P,ORCHESTRA 2 P,ORCHESTR 1,2 (P)","5335,5336,5335,5336",Full Year,Visual & Performing Arts (F),Music,None,,,349
052858,Mira Mesa High School,FKK3J7W,"Orchestra 3,4","ORCHESTRA 3P,ORCHESTRA 4P,ORCHESTRA 3,4 (P)","5337,5338,5337,5338",Full Year,Visual & Performing Arts (F),Music,None,,,349
